x,,y
1.0,1686044950969,0.0
1000.0,1686044978546,0.48590001463890076
2000.0,1686045006329,0.0
3000.0,1686045033931,0.0
4000.0,1686045061379,0.0
5000.0,1686045088866,0.0
6000.0,1686045116689,0.29260000586509705
7000.0,1686045144689,0.5309000015258789
8000.0,1686045172659,0.5440000295639038
9000.0,1686045201563,0.5407999753952026
10000.0,1686045230987,0.5376999974250793
11000.0,1686045259687,0.5895000100135803
12000.0,1686045288058,0.6118999719619751
13000.0,1686045316856,0.6118000149726868
14000.0,1686045345683,0.6132000088691711
15000.0,1686045373992,0.6118000149726868
16000.0,1686045402595,0.6083999872207642
17000.0,1686045431420,0.6272000074386597
18000.0,1686045461064,0.6251000165939331
19000.0,1686045490202,0.6345000267028809
20000.0,1686045519408,0.6292999982833862
21000.0,1686045548622,0.6251000165939331
22000.0,1686045578573,0.6347000002861023
23000.0,1686045608598,0.6241999864578247
24000.0,1686045638763,0.6258000135421753
25000.0,1686045668996,0.6402000188827515
26000.0,1686045698717,0.6251000165939331
27000.0,1686045728481,0.6342999935150146
28000.0,1686045755578,0.6309999823570251
29000.0,1686045782415,0.6323999762535095
30000.0,1686045809086,0.6266999840736389
31000.0,1686045835994,0.6333000063896179
32000.0,1686045863018,0.626800000667572
33000.0,1686045889845,0.6269999742507935
34000.0,1686045917082,0.6287000179290771
35000.0,1686045944052,0.6284999847412109
36000.0,1686045970610,0.6218000054359436
37000.0,1686045997651,0.6363999843597412
38000.0,1686046024559,0.6333000063896179
39000.0,1686046051486,0.6251000165939331
40000.0,1686046078062,0.629800021648407
41000.0,1686046104784,0.6359000205993652
42000.0,1686046131415,0.6244999766349792
43000.0,1686046158234,0.6227999925613403
44000.0,1686046184728,0.6236000061035156
45000.0,1686046211283,0.6248999834060669
46000.0,1686046238515,0.626800000667572
47000.0,1686046265409,0.6312999725341797
48000.0,1686046292981,0.6211000084877014
49000.0,1686046319234,0.633400022983551
50000.0,1686046345258,0.6305999755859375
51000.0,1686046370997,0.6274999976158142
52000.0,1686046396801,0.6396999955177307
53000.0,1686046423283,0.635200023651123
54000.0,1686046449566,0.6388000249862671
55000.0,1686046475737,0.6182000041007996
56000.0,1686046502012,0.638700008392334
57000.0,1686046528443,0.6284000277519226
58000.0,1686046554008,0.6347000002861023
59000.0,1686046579846,0.6378999948501587
60000.0,1686046605775,0.6323999762535095
61000.0,1686046631551,0.6308000087738037
62000.0,1686046657217,0.6261000037193298
63000.0,1686046682907,0.6305000185966492
64000.0,1686046708184,0.6360999941825867
65000.0,1686046733905,0.6269000172615051
66000.0,1686046759056,0.6218000054359436
67000.0,1686046784061,0.633899986743927
68000.0,1686046809350,0.6284999847412109
69000.0,1686046834396,0.6330000162124634
70000.0,1686046859876,0.6330999732017517
71000.0,1686046886078,0.6351000070571899
72000.0,1686046912387,0.6237999796867371
73000.0,1686046937884,0.6208000183105469
74000.0,1686046963210,0.6381000280380249
75000.0,1686046989192,0.6262000203132629
76000.0,1686047016335,0.635699987411499
77000.0,1686047042925,0.6288999915122986
78000.0,1686047069349,0.6205999851226807
79000.0,1686047095670,0.6225000023841858
80000.0,1686047120844,0.6279000043869019
81000.0,1686047146863,0.6270999908447266
82000.0,1686047172251,0.6223999857902527
83000.0,1686047197946,0.6291000247001648
84000.0,1686047223913,0.6365000009536743
85000.0,1686047248186,0.6262999773025513
86000.0,1686047272619,0.6334999799728394
87000.0,1686047297025,0.6189000010490417
88000.0,1686047321666,0.6230000257492065
89000.0,1686047346292,0.633400022983551
90000.0,1686047371174,0.6255000233650208
91000.0,1686047396620,0.6323999762535095
92000.0,1686047421868,0.6284999847412109
93000.0,1686047447045,0.6273000240325928
94000.0,1686047472326,0.6230000257492065
95000.0,1686047497140,0.631600022315979
96000.0,1686047523120,0.6316999793052673
97000.0,1686047549151,0.6306999921798706
98000.0,1686047575191,0.6313999891281128
99000.0,1686047600406,0.6335999965667725
100000.0,1686047626700,0.6169000267982483
