x,,y
1.0,1686050539108,0.0
1000.0,1686050569234,0.5095999836921692
2000.0,1686050599613,0.48660001158714294
3000.0,1686050630287,0.0
4000.0,1686050660627,0.0
5000.0,1686050692224,0.0
6000.0,1686050723422,0.29499998688697815
7000.0,1686050755104,0.5480999946594238
8000.0,1686050786789,0.527999997138977
9000.0,1686050818698,0.545799970626831
10000.0,1686050849380,0.5914999842643738
11000.0,1686050881112,0.6136000156402588
12000.0,1686050913357,0.6040999889373779
13000.0,1686050945416,0.6172999739646912
14000.0,1686050977309,0.6256999969482422
15000.0,1686051009866,0.6345999836921692
16000.0,1686051041384,0.6259999871253967
17000.0,1686051073532,0.6258999705314636
18000.0,1686051105354,0.6316999793052673
19000.0,1686051136994,0.6166999936103821
20000.0,1686051168701,0.6237000226974487
21000.0,1686051201094,0.6317999958992004
22000.0,1686051233181,0.6230000257492065
23000.0,1686051265953,0.6316999793052673
24000.0,1686051298938,0.6256999969482422
25000.0,1686051331182,0.6276999711990356
26000.0,1686051363828,0.6302000284194946
27000.0,1686051396275,0.6323999762535095
28000.0,1686051427547,0.6258999705314636
29000.0,1686051459875,0.6344000101089478
30000.0,1686051492992,0.6183000206947327
31000.0,1686051525362,0.621999979019165
32000.0,1686051556507,0.621999979019165
33000.0,1686051588916,0.6313999891281128
34000.0,1686051620915,0.6294999718666077
35000.0,1686051668012,0.6287999749183655
36000.0,1686051708930,0.628000020980835
37000.0,1686051742099,0.6391000151634216
38000.0,1686051776904,0.6208999752998352
39000.0,1686051808967,0.6288999915122986
40000.0,1686051840614,0.6241999864578247
41000.0,1686051873590,0.6251999735832214
42000.0,1686051905626,0.626800000667572
43000.0,1686051938894,0.6294999718666077
44000.0,1686051973260,0.6283000111579895
45000.0,1686052005936,0.6365000009536743
46000.0,1686052040455,0.628000020980835
47000.0,1686052072804,0.6353999972343445
48000.0,1686052104512,0.6288999915122986
49000.0,1686052135914,0.6327999830245972
50000.0,1686052166713,0.6326000094413757
51000.0,1686052197709,0.6291999816894531
52000.0,1686052228484,0.6323000192642212
53000.0,1686052259339,0.625
54000.0,1686052290326,0.6338000297546387
55000.0,1686052320831,0.6341000199317932
56000.0,1686052350852,0.6347000002861023
57000.0,1686052381708,0.6373000144958496
58000.0,1686052412563,0.630299985408783
59000.0,1686052443772,0.6244999766349792
60000.0,1686052474860,0.6370999813079834
61000.0,1686052506079,0.6362000107765198
62000.0,1686052536417,0.6270999908447266
63000.0,1686052567167,0.6305999755859375
64000.0,1686052597989,0.6243000030517578
65000.0,1686052628710,0.630299985408783
66000.0,1686052659604,0.6298999786376953
67000.0,1686052690200,0.6317999958992004
68000.0,1686052720303,0.6316999793052673
69000.0,1686052750127,0.6274999976158142
70000.0,1686052780595,0.6351000070571899
71000.0,1686052811258,0.6413999795913696
72000.0,1686052842123,0.6334999799728394
73000.0,1686052871950,0.6309999823570251
74000.0,1686052901898,0.6220999956130981
75000.0,1686052931332,0.6323999762535095
76000.0,1686052960912,0.6225000023841858
77000.0,1686052990509,0.631600022315979
78000.0,1686053020116,0.6312999725341797
79000.0,1686053048767,0.616599977016449
80000.0,1686053076937,0.6254000067710876
81000.0,1686053105507,0.6255000233650208
82000.0,1686053134209,0.6233000159263611
83000.0,1686053163103,0.6319000124931335
84000.0,1686053191912,0.6291000247001648
85000.0,1686053220913,0.6265000104904175
86000.0,1686053249928,0.6229000091552734
87000.0,1686053278722,0.6328999996185303
88000.0,1686053307417,0.6312999725341797
89000.0,1686053337796,0.6388000249862671
90000.0,1686053368022,0.6245999932289124
91000.0,1686053398152,0.6328999996185303
92000.0,1686053428666,0.6284000277519226
93000.0,1686053458970,0.6340000033378601
94000.0,1686053488788,0.632099986076355
95000.0,1686053518723,0.6283000111579895
96000.0,1686053549416,0.6333000063896179
97000.0,1686053580327,0.6305000185966492
98000.0,1686053611557,0.6269999742507935
99000.0,1686053642632,0.629800021648407
100000.0,1686053673304,0.6226999759674072
