x,,y
1.0,1686072104907,0.0
1000.0,1686072117298,0.2939000129699707
2000.0,1686072129533,0.2928999960422516
3000.0,1686072148546,0.4659999907016754
4000.0,1686072171651,0.4683000147342682
5000.0,1686072224008,0.47110000252723694
6000.0,1686072258493,0.47440001368522644
7000.0,1686072280324,0.5525000095367432
8000.0,1686072297093,0.5555999875068665
9000.0,1686072315357,0.5430999994277954
10000.0,1686072331460,0.5394999980926514
11000.0,1686072347293,0.6237999796867371
12000.0,1686072368976,0.6280999779701233
13000.0,1686072394279,0.6309000253677368
14000.0,1686072407424,0.6284999847412109
15000.0,1686072421663,0.6230999827384949
16000.0,1686072435697,0.6315000057220459
17000.0,1686072450479,0.6294999718666077
18000.0,1686072470542,0.6254000067710876
19000.0,1686072484639,0.6837999820709229
20000.0,1686072496531,0.6725000143051147
21000.0,1686072510586,0.6912000179290771
22000.0,1686072524487,0.6851000189781189
23000.0,1686072537233,0.7077999711036682
24000.0,1686072551575,0.7060999870300293
25000.0,1686072564314,0.70660001039505
26000.0,1686072576722,0.6771000027656555
27000.0,1686072590267,0.6973000168800354
28000.0,1686072602169,0.7152000069618225
29000.0,1686072614562,0.7032999992370605
30000.0,1686072626760,0.7178000211715698
31000.0,1686072638817,0.7116000056266785
32000.0,1686072651824,0.7049999833106995
33000.0,1686072663608,0.7148000001907349
34000.0,1686072675393,0.7174000144004822
35000.0,1686072687139,0.7146999835968018
36000.0,1686072699861,0.7129999995231628
37000.0,1686072712023,0.7200999855995178
38000.0,1686072723817,0.7156999707221985
39000.0,1686072736224,0.705299973487854
40000.0,1686072748030,0.6995000243186951
41000.0,1686072759547,0.7092000246047974
42000.0,1686072771403,0.6992999911308289
43000.0,1686072783264,0.7121999859809875
44000.0,1686072794942,0.7010999917984009
45000.0,1686072806901,0.7080000042915344
46000.0,1686072818824,0.7041000127792358
47000.0,1686072830539,0.704800009727478
48000.0,1686072842339,0.7052000164985657
49000.0,1686072854413,0.7077000141143799
50000.0,1686072866591,0.6998000144958496
51000.0,1686072878247,0.6870999932289124
52000.0,1686072890397,0.6899999976158142
53000.0,1686072902183,0.7085999846458435
54000.0,1686072914006,0.7028999924659729
55000.0,1686072925623,0.7057999968528748
56000.0,1686072937151,0.6984000205993652
57000.0,1686072952995,0.7160999774932861
58000.0,1686072964590,0.7084000110626221
59000.0,1686072976392,0.7049999833106995
60000.0,1686072988270,0.707099974155426
61000.0,1686072999918,0.703499972820282
62000.0,1686073011531,0.7092999815940857
63000.0,1686073023020,0.7070000171661377
64000.0,1686073034783,0.7117999792098999
65000.0,1686073046748,0.711899995803833
66000.0,1686073058423,0.7253000140190125
67000.0,1686073070157,0.7217000126838684
68000.0,1686073081958,0.7056999802589417
69000.0,1686073093509,0.701200008392334
70000.0,1686073105134,0.7110999822616577
71000.0,1686073116562,0.7077999711036682
72000.0,1686073128081,0.7141000032424927
73000.0,1686073139752,0.705299973487854
74000.0,1686073151504,0.7111999988555908
75000.0,1686073163436,0.7052000164985657
76000.0,1686073175313,0.7092999815940857
77000.0,1686073186977,0.7005000114440918
78000.0,1686073198777,0.6978999972343445
79000.0,1686073210303,0.7038000226020813
80000.0,1686073221757,0.7005000114440918
81000.0,1686073233250,0.7010999917984009
82000.0,1686073244704,0.7088000178337097
83000.0,1686073256415,0.703000009059906
84000.0,1686073268085,0.7178999781608582
85000.0,1686073279919,0.7171000242233276
86000.0,1686073291560,0.722000002861023
87000.0,1686073303182,0.7071999907493591
88000.0,1686073314991,0.7059999704360962
89000.0,1686073326677,0.7250999808311462
90000.0,1686073338332,0.6985999941825867
91000.0,1686073349960,0.7020000219345093
92000.0,1686073361494,0.7109000086784363
93000.0,1686073373490,0.7034000158309937
94000.0,1686073385103,0.7081000208854675
95000.0,1686073396646,0.7013000249862671
96000.0,1686073408497,0.7031999826431274
97000.0,1686073420142,0.7021999955177307
98000.0,1686073431678,0.7105000019073486
99000.0,1686073443219,0.7074000239372253
100000.0,1686073454652,0.7175999879837036
